,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,income_to_debt,late_payment_flag,"age_group_(30, 40]","age_group_(40, 50]","age_group_(50, 60]","age_group_(60, 100]",SeriousDlqin2yrs,default_probability,risk_score
9043,0.006472624,39,0,0.287691187,9610.0,11,0,2,0,3.0,7462.969458064637,0,True,False,False,False,0,0.01,1.0
75170,0.9999999,61,0,0.004057736,17250.0,4,0,0,0,1.0,17180.286931228824,0,False,False,False,True,0,0.07,7.0
123654,0.0,49,0,5.0,5400.0,5,0,0,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
93864,0.024989619,43,0,5.0,1.0,9,0,2,0,3.0,0.16666666666666666,0,False,True,False,False,0,0.0,0.0
63837,0.40682157,39,0,5.0,5400.0,6,0,2,0,0.0,900.0,0,True,False,False,False,0,0.03,3.0
103934,0.030786023,40,0,0.22068658,8971.0,8,0,1,0,3.0,7349.142807812305,0,True,False,False,False,0,0.0,0.0
127292,0.245287301,60,1,0.595488137,10283.0,15,0,1,0,2.0,6445.049487697946,1,False,False,True,False,0,0.07,7.0
42969,0.283844843,82,0,0.411278496,7500.0,9,0,2,0,0.0,5314.330248251725,0,False,False,False,True,0,0.0,0.0
92315,0.0,33,0,0.305615731,6000.0,11,0,1,0,0.0,4595.532864332499,0,True,False,False,False,0,0.0,0.0
77473,0.384951881,26,0,0.008873457,10367.0,6,0,0,0,1.0,10275.817971093673,0,False,False,False,False,0,0.04,4.0
12990,0.0,42,0,0.854858057,2500.0,5,0,2,0,0.0,1347.812028292578,0,False,True,False,False,0,0.0,0.0
133229,0.849259597,58,1,0.30059585,14600.0,13,0,0,0,1.0,11225.6240091801,1,False,False,True,False,0,0.09,9.0
80132,0.377634824,56,1,0.683325761,2200.0,18,0,0,0,0.0,1306.9365722134874,1,False,False,True,False,0,0.09,9.0
34776,0.050584658,72,0,0.893421316,5000.0,11,0,2,0,0.0,2640.72235679848,0,False,False,False,True,0,0.01,1.0
70574,0.50909818,66,0,0.294990229,11257.0,6,0,2,0,1.0,8692.729680819855,0,False,False,False,True,0,0.01,1.0
87811,0.84026452,38,0,0.713753554,10200.0,12,0,3,0,0.0,5951.847613207051,0,True,False,False,False,0,0.39,39.0
71254,0.112302008,58,1,0.346765098,9752.0,23,0,2,0,1.0,7241.054891073513,1,False,False,True,False,0,0.03,3.0
8626,0.308775413,37,2,0.349023227,6500.0,14,0,1,0,2.0,4818.301026925165,1,True,False,False,False,0,0.2,20.0
69938,0.061416356,57,1,0.386046512,3654.0,25,0,2,0,1.0,2636.27516707751,1,False,False,True,False,0,0.12,12.0
119306,0.168627338,52,0,0.381661834,10000.0,14,0,2,0,3.0,7237.66102089493,0,False,False,True,False,0,0.04,4.0
43029,0.0,41,2,0.0,7446.0,1,0,0,0,0.0,7446.0,1,False,True,False,False,0,0.09,9.0
28203,0.109492179,46,0,0.457990115,1213.0,5,0,0,0,0.0,831.967231821733,0,False,True,False,False,0,0.0,0.0
125751,0.006200849,65,1,5.0,5400.0,16,0,2,0,0.0,900.0,1,False,False,False,True,0,0.02,2.0
115243,0.724461941,38,0,0.383682176,7500.0,7,0,1,0,1.0,5420.319875537661,0,True,False,False,False,0,0.04,4.0
42206,0.284904355,39,1,5.0,5400.0,11,0,2,0,0.0,900.0,1,True,False,False,False,0,0.09,9.0
24114,0.01555156,59,0,0.067327723,12000.0,10,0,1,0,0.0,11243.032239686328,0,False,False,True,False,0,0.0,0.0
62371,0.064098516,54,2,0.347708466,6283.0,9,1,2,1,3.0,4661.987483574952,1,False,False,True,False,1,0.34,34.0
9030,0.008112697,37,0,0.09767728,6500.0,3,0,0,0,0.0,5921.594733198814,0,True,False,False,False,0,0.03,3.0
143829,0.66832302,48,0,0.673579735,13500.0,16,0,3,0,2.0,8066.541269394613,0,False,True,False,False,0,0.12,12.0
13244,0.093842818,65,0,0.48861912,3953.0,19,0,1,0,0.0,2655.4811414755977,0,False,False,False,True,0,0.0,0.0
50598,0.192362635,49,0,0.127992889,18000.0,9,0,2,0,3.0,15957.547406134403,0,False,True,False,False,0,0.0,0.0
26180,0.004766239,62,0,0.195451872,5100.0,9,0,2,0,1.0,4266.169236464251,0,False,False,False,True,0,0.06,6.0
2133,0.792013418,51,0,0.180496039,7700.0,7,1,0,0,2.0,6522.681775808992,0,False,False,True,False,0,0.22,22.0
64363,0.013394928,64,0,5.0,5400.0,10,1,1,0,3.0,900.0,0,False,False,False,True,0,0.14,14.0
57031,0.992403039,22,0,0.029588165,2500.0,1,0,0,0,0.0,2428.155339178748,0,False,False,False,False,1,0.0,0.0
34132,0.296200447,56,0,5.0,5400.0,5,0,1,0,0.0,900.0,0,False,False,True,False,0,0.01,1.0
17252,0.187181282,65,0,0.210633192,5416.0,5,0,1,0,0.0,4473.691978536138,0,False,False,False,True,0,0.0,0.0
1654,0.0,44,0,0.183349121,9500.0,11,0,1,0,2.0,8028.061906170124,0,False,True,False,False,0,0.0,0.0
16987,0.085942845,55,0,0.006347527,7561.0,5,0,0,0,0.0,7513.309067832588,0,False,False,True,False,0,0.0,0.0
72646,0.820168547,47,0,5.0,5400.0,2,0,1,1,0.0,900.0,0,False,True,False,False,0,0.46,46.0
142752,0.971923977,40,5,0.92037426,5236.0,10,4,4,0,2.0,2726.5518545327723,1,True,False,False,False,1,0.72,72.0
58675,0.012696569,32,0,0.148349163,2210.0,7,0,0,0,0.0,1924.501772811411,0,True,False,False,False,0,0.0,0.0
27490,0.238073108,48,0,0.269404643,13050.0,17,0,2,0,3.0,10280.409853519024,0,False,True,False,False,0,0.02,2.0
97513,0.966004533,34,0,0.165463108,6369.0,7,2,0,2,2.0,5464.780443311982,0,True,False,False,False,1,0.64,64.0
96450,0.109641899,102,0,0.273844353,3417.0,7,0,0,0,1.0,2682.431328405787,0,False,False,False,False,0,0.01,1.0
85652,0.874030129,74,2,0.602939706,10000.0,16,0,2,0,2.0,6238.537833063074,1,False,False,False,True,1,0.28,28.0
6153,0.092283317,68,0,5.0,5400.0,6,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
14777,0.134447528,69,0,0.376627827,2917.0,7,0,1,0,0.0,2118.9459800161367,0,False,False,False,True,0,0.0,0.0
29569,0.877434408,39,0,5.0,5400.0,6,0,0,0,0.0,900.0,0,True,False,False,False,0,0.18,18.0
9146,0.49912951,80,0,0.513155125,4750.0,14,0,0,0,0.0,3139.1361807666613,0,False,False,False,True,0,0.04,4.0
85719,0.012821977,49,0,0.287801877,6500.0,9,0,1,0,2.0,5047.360247014146,0,False,True,False,False,0,0.01,1.0
28437,0.36963037,43,0,0.016393443,670.0,1,0,0,0,0.0,659.1935481425573,0,False,True,False,False,0,0.12,12.0
140837,0.443005459,46,0,1.3912016,5500.0,16,0,3,0,4.0,2300.0988289736842,0,False,True,False,False,0,0.2,20.0
19356,0.9999999,61,0,0.050619278,3713.0,2,0,0,0,0.0,3534.106100802007,0,False,False,False,True,1,0.01,1.0
65934,0.089671964,33,0,0.042056816,6300.0,4,0,0,0,0.0,6045.735609871007,0,True,False,False,False,0,0.01,1.0
26077,0.03610894,54,0,0.364272621,6000.0,23,0,2,0,0.0,4397.947967028798,0,False,False,True,False,0,0.02,2.0
24991,0.011945003,72,0,0.015440509,1100.0,8,0,0,0,0.0,1083.2737026448488,0,False,False,False,True,0,0.0,0.0
64503,0.947611315,46,0,0.447923163,8016.0,8,0,2,0,0.0,5536.205376666109,0,False,True,False,False,0,0.08,8.0
45620,0.013323314,55,0,5.0,5400.0,9,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
38536,0.952318172,28,0,0.343234323,5150.0,10,0,2,0,1.0,3834.029485263533,0,False,False,False,False,0,0.17,17.0
69681,0.004758893,79,0,0.259337068,4283.0,9,0,2,0,0.0,3400.995737227041,0,False,False,False,True,0,0.01,1.0
133000,0.062080747,52,0,5.0,5400.0,10,0,2,0,2.0,900.0,0,False,False,True,False,0,0.0,0.0
22200,0.024893364,49,0,0.733053389,5000.0,16,0,1,0,2.0,2885.0813435615396,0,False,True,False,False,0,0.03,3.0
98425,0.0,78,0,0.0,5400.0,2,0,0,0,0.0,5400.0,0,False,False,False,True,0,0.0,0.0
69261,0.971545295,74,0,5.0,5400.0,12,0,1,0,1.0,900.0,0,False,False,False,True,0,0.05,5.0
77134,0.0,62,0,5.0,5400.0,3,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
107953,0.06101363,63,0,2.249710536,2590.0,30,0,5,0,0.0,796.9940618735774,0,False,False,False,True,0,0.2,20.0
56516,0.046573103,66,0,0.408639013,5833.0,16,1,1,0,0.0,4140.876368018071,0,False,False,False,True,0,0.17,17.0
55430,0.312117554,55,0,5.0,5400.0,27,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
115800,1.373253493,52,1,0.233983287,4666.0,3,2,1,0,0.0,3781.2505640524123,1,False,False,True,False,1,0.39,39.0
54961,0.053471242,47,0,0.416416689,7333.0,4,0,1,0,1.0,5177.148827000301,0,False,True,False,False,0,0.0,0.0
74671,0.382553201,46,0,5.0,5400.0,11,0,2,0,0.0,900.0,0,False,True,False,False,0,0.01,1.0
22538,0.9999999,65,0,5.0,5400.0,6,0,1,0,0.0,900.0,0,False,False,False,True,0,0.01,1.0
82241,0.042564574,71,0,0.244060475,8333.0,3,0,1,0,0.0,6698.227431427721,0,False,False,False,True,0,0.01,1.0
51611,0.9999999,40,0,0.193659912,18800.0,6,0,2,0,0.0,15749.87968599887,0,True,False,False,False,0,0.13,13.0
96064,0.119707959,55,1,5.0,5400.0,16,0,1,0,0.0,900.0,1,False,False,True,False,0,0.06,6.0
55059,0.000470212,76,0,0.272986351,6666.0,10,0,1,0,1.0,5236.505477661637,0,False,False,False,True,0,0.01,1.0
124747,0.360641573,36,0,0.244961725,6400.0,13,0,0,0,2.0,5140.720290015342,0,True,False,False,False,0,0.02,2.0
102904,0.838782305,65,0,0.506519478,12500.0,17,1,3,0,1.0,8297.270750587668,0,False,False,False,True,1,0.3,30.0
104047,0.0,57,0,0.128324092,8836.0,8,0,1,0,1.0,7831.083340902376,0,False,False,True,False,0,0.05,5.0
112677,0.422059422,50,0,0.263516805,2052.0,5,0,1,0,1.0,1624.0385500848165,0,False,True,False,False,0,0.02,2.0
135700,0.65416411,47,1,0.251655629,5133.0,14,0,0,0,0.0,4100.968254423917,1,False,True,False,False,0,0.14,14.0
50260,0.045769917,58,1,0.288626951,9416.0,13,0,1,0,2.0,7307.002226434111,1,False,False,True,False,0,0.0,0.0
78454,0.059947003,37,0,0.360741676,10300.0,7,0,2,0,2.0,7569.401438690116,0,True,False,False,False,0,0.01,1.0
121398,0.295062102,24,0,0.09406953,4400.0,6,0,0,0,1.0,4021.6822417127364,0,False,False,False,False,0,0.04,4.0
121639,0.043623182,66,0,0.28892261,6589.0,8,0,0,0,1.0,5112.021426949753,0,False,False,False,True,0,0.02,2.0
92395,0.036348441,57,0,5.0,5400.0,16,0,2,0,1.0,900.0,0,False,False,True,False,0,0.0,0.0
46773,0.024675868,60,0,5.0,5400.0,5,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
14218,0.022974878,40,0,0.34681182,4500.0,5,0,1,0,1.0,3341.2240174726116,0,True,False,False,False,0,0.02,2.0
13813,0.831287137,42,0,0.970356429,8500.0,8,0,4,0,3.0,4313.940297753103,0,False,True,False,False,0,0.13,13.0
147502,0.126115638,31,0,0.294429708,7916.0,10,0,2,0,1.0,6115.4344272821645,0,True,False,False,False,0,0.02,2.0
132485,0.0,51,2,0.481931112,7083.0,9,0,2,0,2.0,4779.574396302977,1,False,False,True,False,0,0.1,10.0
96618,0.009999882,57,0,0.224987501,18000.0,11,0,1,0,1.0,14694.027478081183,0,False,False,True,False,0,0.0,0.0
7702,0.0,61,2,2.911307272,2378.0,10,0,3,0,0.0,607.9808704939815,1,False,False,False,True,0,0.11,11.0
72973,0.440945508,38,0,0.265493802,2500.0,5,0,0,0,0.0,1975.5134288678248,0,True,False,False,False,0,0.0,0.0
90897,0.081155737,36,0,0.517847629,5630.0,15,0,3,0,0.0,3709.1997196775274,0,True,False,False,False,0,0.01,1.0
142893,0.018450185,63,0,0.304404629,5357.0,12,0,1,0,0.0,4106.8544843380805,0,False,False,False,True,0,0.0,0.0
128894,0.02569743,52,0,5.0,5400.0,4,0,0,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
1728,0.258431665,70,0,5.0,5400.0,8,0,1,0,1.0,900.0,0,False,False,False,True,0,0.0,0.0
132972,0.017911404,67,0,0.551936921,2916.0,16,0,1,0,0.0,1878.942346523374,0,False,False,False,True,0,0.02,2.0
44025,0.21054853,34,0,0.748685729,7798.0,14,0,7,0,2.0,4459.349024629685,0,True,False,False,False,0,0.05,5.0
24824,0.921483936,47,1,0.218956209,3333.0,5,1,0,0,2.0,2734.306593945903,1,False,True,False,False,1,0.32,32.0
14809,0.081616386,60,0,5.0,10.0,10,0,1,0,0.0,1.6666666666666667,0,False,False,True,False,0,0.0,0.0
10755,0.108087584,49,0,5.0,5400.0,5,0,1,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
18900,0.005887142,54,1,5.0,200.0,7,0,2,0,0.0,33.333333333333336,1,False,False,True,False,0,0.03,3.0
31009,0.131871703,54,0,0.528157281,3000.0,10,0,1,0,0.0,1963.1487133555072,0,False,False,True,False,0,0.0,0.0
69982,1.025206432,31,0,0.134818623,3500.0,2,0,0,1,4.0,3084.193305488255,0,True,False,False,False,0,0.41,41.0
71830,0.060124859,43,0,0.312993539,9750.0,8,0,1,0,1.0,7425.779114972476,0,False,True,False,False,0,0.0,0.0
110428,0.013290209,61,0,0.367239102,9083.0,23,0,2,0,1.0,6643.314974471817,0,False,False,False,True,0,0.02,2.0
125267,0.9999999,66,0,0.10540597,4790.0,2,0,0,1,4.0,4333.249620499155,0,False,False,False,True,0,0.63,63.0
14151,0.179775991,59,0,0.410726888,4250.0,9,0,1,0,0.0,3012.6313152117364,0,False,False,True,False,0,0.08,8.0
65731,0.848237071,43,0,0.478895589,3150.0,12,0,0,0,2.0,2129.9678107296054,0,False,True,False,False,0,0.12,12.0
118343,0.9999999,35,0,5.0,5400.0,3,0,1,0,0.0,900.0,0,True,False,False,False,0,0.0,0.0
32957,1.980066445,39,0,5.0,5400.0,6,3,1,2,0.0,900.0,0,True,False,False,False,0,0.64,64.0
94261,0.176682332,53,0,0.012479397,4246.0,3,0,0,0,0.0,4193.6655823130795,0,False,False,True,False,0,0.01,1.0
126397,0.594654563,62,0,0.388183941,9850.0,12,0,2,0,2.0,7095.601461074675,0,False,False,False,True,0,0.02,2.0
72326,0.97980202,62,0,0.236060671,4680.0,10,0,1,0,0.0,3786.22191434485,0,False,False,False,True,0,0.09,9.0
53398,0.0,53,0,5.0,5400.0,4,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
79092,0.610335593,44,3,0.119750618,8500.0,11,0,0,0,1.0,7590.975939965946,1,False,True,False,False,1,0.14,14.0
100786,0.81734551,58,0,0.423929345,6000.0,10,1,1,0,1.0,4213.692217994145,0,False,False,True,False,0,0.25,25.0
13395,0.393871602,36,2,0.276134944,2400.0,5,0,0,1,1.0,1880.6788508410282,1,True,False,False,False,0,0.23,23.0
105456,0.002918332,70,0,0.118820178,11933.0,15,0,1,0,0.0,10665.699667064817,0,False,False,False,True,0,0.01,1.0
64808,0.013293805,57,0,0.002785515,5743.0,5,0,0,0,0.0,5727.047224051696,0,False,False,True,False,0,0.0,0.0
79300,0.5249501,29,0,0.080153588,4166.0,3,0,0,0,0.0,3856.858919215107,0,False,False,False,False,0,0.03,3.0
116842,0.003332778,36,0,0.30218509,7779.0,5,0,1,0,3.0,5973.80515238429,0,True,False,False,False,0,0.01,1.0
75519,0.66739872,49,0,5.0,1.0,7,0,0,0,0.0,0.16666666666666666,0,False,True,False,False,0,0.16,16.0
50753,0.060802345,58,0,5.0,5400.0,9,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
117962,0.036604951,64,1,0.30363293,9000.0,9,0,2,0,1.0,6903.783874192254,1,False,False,False,True,1,0.02,2.0
141431,0.001089005,67,0,0.111983666,6366.0,9,0,0,0,1.0,5724.9042361383035,0,False,False,False,True,0,0.01,1.0
35195,0.007539247,32,0,0.17601043,2300.0,12,0,0,0,2.0,1955.7649671525446,0,True,False,False,False,1,0.0,0.0
148699,0.001666556,39,0,0.126709863,4166.0,3,0,0,0,1.0,3697.4913744941628,0,True,False,False,False,0,0.01,1.0
142216,0.9999999,34,0,0.566208083,2325.0,8,0,1,0,0.0,1484.4770788991004,0,True,False,False,False,0,0.05,5.0
26327,0.007097497,67,0,0.003249188,4000.0,4,0,0,0,0.0,3987.0453401254085,0,False,False,False,True,0,0.0,0.0
86662,0.073246009,72,0,0.039648569,4438.0,12,0,0,0,0.0,4268.750164556808,0,False,False,False,True,0,0.0,0.0
25267,0.0,31,0,0.0,2916.0,3,0,0,0,0.0,2916.0,0,True,False,False,False,0,0.01,1.0
97770,0.0,68,0,5.0,5400.0,3,0,1,0,0.0,900.0,0,False,False,False,True,0,0.01,1.0
79013,0.813224903,56,0,0.316506589,4476.0,2,0,1,0,3.0,3399.9070246962506,0,False,False,True,False,0,0.08,8.0
78274,0.051126704,77,0,0.12596401,3500.0,5,0,0,0,0.0,3108.4474893651354,0,False,False,False,True,0,0.0,0.0
66052,0.158071042,33,0,0.607283113,2800.0,12,0,1,0,0.0,1742.0701912146574,0,True,False,False,False,0,0.04,4.0
96264,0.444043131,47,0,0.505169867,8800.0,12,0,2,0,2.0,5846.516192580674,0,False,True,False,False,0,0.01,1.0
46656,0.029348003,71,0,0.27138316,13526.0,11,0,2,0,0.0,10638.80695100602,0,False,False,False,True,0,0.0,0.0
80627,0.8001998,57,1,0.413962635,3050.0,7,2,2,0,0.0,2157.0584147720424,1,False,False,True,False,0,0.46,46.0
12338,0.018765654,63,0,0.327066701,3882.0,9,0,1,0,1.0,2925.248593062241,0,False,False,False,True,0,0.0,0.0
146824,0.006782019,28,0,0.358893399,6650.0,5,0,1,0,2.0,4893.687764539653,0,False,False,False,False,0,0.01,1.0
40932,0.000607199,63,0,5.0,5400.0,10,0,0,0,0.0,900.0,0,False,False,False,True,0,0.15,15.0
2813,0.108196169,56,0,0.252963862,7000.0,10,0,1,0,0.0,5586.7533073352115,0,False,False,True,False,0,0.0,0.0
60744,0.077996455,50,0,0.401357247,4125.0,5,0,2,0,2.0,2943.574887010949,0,False,True,False,False,0,0.02,2.0
77958,0.0,51,0,5.0,5400.0,5,0,3,0,0.0,900.0,0,False,False,True,False,0,0.02,2.0
116346,0.638994092,47,1,0.3946009,6000.0,3,2,1,0,2.0,4302.306129301939,1,False,True,False,False,1,0.47,47.0
99463,0.019417647,45,0,0.160691824,3179.0,6,0,0,0,2.0,2738.8837710982275,0,False,True,False,False,0,0.01,1.0
126881,0.96141273,42,0,5.0,5400.0,8,0,2,0,0.0,900.0,0,False,True,False,False,0,0.09,9.0
32056,0.866891639,58,1,0.354235109,7000.0,5,0,1,0,0.0,5168.969519014294,1,False,False,True,False,0,0.1,10.0
118441,0.221413188,50,0,0.36193812,1712.0,3,0,1,0,0.0,1257.0321476867098,0,False,True,False,False,0,0.06,6.0
127725,0.969860535,61,0,0.749376559,2405.0,6,0,2,0,0.0,1374.7754808003006,0,False,False,False,True,0,0.06,6.0
74801,0.256761056,53,0,0.121049813,5600.0,8,0,0,0,0.0,4995.317723673712,0,False,False,True,False,0,0.01,1.0
42034,0.181347045,54,0,1.2015,5999.0,17,0,5,0,1.0,2724.960254372019,0,False,False,True,False,0,0.18,18.0
55278,0.457699586,49,0,0.535092981,5000.0,12,0,1,0,3.0,3257.131692923818,0,False,True,False,False,0,0.06,6.0
146359,0.25605475,48,1,1.169468423,2200.0,13,0,2,1,2.0,1014.0732986368062,1,False,True,False,False,0,0.08,8.0
77035,0.0,51,0,0.559501966,7629.0,21,0,2,0,2.0,4891.9463818104605,0,False,False,True,False,0,0.04,4.0
58300,0.0,52,0,0.193687069,17677.0,10,0,3,0,2.0,14808.738788473882,0,False,False,True,False,0,0.0,0.0
16446,0.445918655,43,0,0.386404834,13239.0,14,0,2,0,0.0,9549.158857015353,0,False,True,False,False,0,0.07,7.0
20441,0.980066445,37,5,0.066593886,5495.0,10,1,0,0,0.0,5151.914024753748,1,True,False,False,False,1,0.42,42.0
45533,0.764741419,39,0,5.0,0.0,12,0,2,0,2.0,0.0,0,True,False,False,False,0,0.16,16.0
90673,0.506305625,78,0,0.074586568,5925.0,1,0,0,0,0.0,5513.748427944244,0,False,False,False,True,0,0.09,9.0
31735,0.29476732,43,0,0.140784018,5305.0,3,0,0,0,4.0,4650.310590168174,0,False,True,False,False,0,0.09,9.0
66129,0.201423886,52,0,0.174117818,13800.0,4,0,1,0,0.0,11753.505302821322,0,False,False,True,False,0,0.0,0.0
25481,0.038417009,36,0,0.087304232,3000.0,3,0,0,0,1.0,2759.1173764510836,0,True,False,False,False,0,0.01,1.0
49850,0.9999999,48,0,0.312947015,6850.0,5,0,1,0,3.0,5217.270706084053,0,False,True,False,False,0,0.03,3.0
130002,0.069694373,32,0,0.132641292,2600.0,2,0,0,0,0.0,2295.5193478854735,0,True,False,False,False,0,0.0,0.0
116604,0.984595256,47,2,0.313702503,14500.0,10,0,2,1,0.0,11037.50656399564,1,False,True,False,False,0,0.21,21.0
40414,0.30876223,38,0,0.676441186,3000.0,13,0,1,0,1.0,1789.5050688643723,0,True,False,False,False,0,0.03,3.0
109041,0.185933826,39,0,0.243528941,17500.0,9,0,3,0,2.0,14072.853009699273,0,True,False,False,False,0,0.04,4.0
97428,0.029487112,66,0,0.37973043,7715.0,11,0,2,0,1.0,5591.6719905931195,0,False,False,False,True,0,0.0,0.0
104640,0.283158612,56,0,0.72206651,13200.0,11,0,4,0,2.0,7665.209167792248,0,False,False,True,False,0,0.03,3.0
74507,0.054896674,61,0,0.960903562,1150.0,8,0,1,0,1.0,586.4643332215029,0,False,False,False,True,0,0.03,3.0
113563,0.024509595,94,1,5.0,5400.0,3,2,0,0,0.0,900.0,1,False,False,False,True,0,0.53,53.0
113456,0.117209281,61,0,0.180371004,7600.0,6,0,1,0,0.0,6438.653587935815,0,False,False,False,True,0,0.0,0.0
58245,0.186158758,56,0,0.439390152,4000.0,11,0,0,0,0.0,2778.9546805236164,0,False,False,True,False,0,0.03,3.0
117365,0.051413654,37,0,0.302892428,3076.0,6,0,1,0,0.0,2360.900972248186,0,True,False,False,False,0,0.01,1.0
119978,0.838881965,46,0,2.612903226,2200.0,6,0,0,0,0.0,608.9285713959503,0,False,True,False,False,0,0.1,10.0
82893,0.015328443,57,0,0.260966018,9916.0,6,0,1,0,0.0,7863.812234787758,0,False,False,True,False,0,0.01,1.0
5374,0.158407089,38,0,0.233790648,25000.0,10,0,3,0,0.0,20262.75692762424,0,True,False,False,False,0,0.04,4.0
131344,0.090445157,74,0,5.0,5400.0,5,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
81804,0.416865017,54,2,0.668435625,4333.0,27,0,1,0,0.0,2597.0435628884393,1,False,False,True,False,0,0.14,14.0
103629,0.068455034,48,0,0.029184038,10073.0,3,0,0,0,1.0,9787.365163158507,0,False,True,False,False,0,0.01,1.0
136184,0.9999999,82,0,5.0,5400.0,0,0,0,0,0.0,900.0,0,False,False,False,True,0,0.07,7.0
1002,0.863213679,29,0,0.102670277,18836.0,4,0,1,0,2.0,17082.168979149872,0,False,False,False,False,0,0.2,20.0
22688,0.01118715,65,0,0.287851554,18915.0,6,0,2,0,2.0,14687.251757588825,0,False,False,False,True,0,0.0,0.0
141918,0.0,60,0,0.25844569,6600.0,8,0,1,0,1.0,5244.564825042231,0,False,False,True,False,0,0.0,0.0
54546,0.158818075,59,0,0.324554987,4100.0,6,0,1,0,0.0,3095.3792332065714,0,False,False,True,False,0,0.03,3.0
71440,0.054205627,54,0,0.414558544,10000.0,11,0,3,0,1.0,7069.343324400436,0,False,False,True,False,0,0.01,1.0
56337,0.001144083,68,0,0.214620431,3200.0,9,0,0,0,0.0,2634.5679014846082,0,False,False,False,True,0,0.0,0.0
124802,0.269932545,45,0,5.0,5400.0,10,0,2,0,0.0,900.0,0,False,True,False,False,0,0.06,6.0
38340,0.185962807,30,0,1.758967001,696.0,3,0,1,0,0.0,252.2683307729783,0,False,False,False,False,0,0.01,1.0
56642,0.513351657,59,0,0.407675195,7191.0,5,0,2,0,1.0,5108.422756572052,0,False,False,True,False,0,0.04,4.0
24494,0.068959333,67,0,5.0,5400.0,15,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
3561,0.0,54,0,0.180681427,8716.0,10,0,1,0,0.0,7382.177614283754,0,False,False,True,False,0,0.0,0.0
129629,0.060448993,65,0,0.01089039,9916.0,6,0,0,0,0.0,9809.17426665813,0,False,False,False,True,0,0.0,0.0
14747,0.928791475,45,0,0.138312415,8046.0,7,0,0,0,2.0,7068.358294238582,0,False,True,False,False,1,0.05,5.0
140966,0.10977619,66,0,0.027616417,10500.0,11,0,0,0,0.0,10217.82041070681,0,False,False,False,True,0,0.03,3.0
80784,0.057194838,81,0,0.188503967,15500.0,25,0,2,0,1.0,13041.605607026131,0,False,False,False,True,0,0.05,5.0
126949,0.022625152,59,0,0.412332838,8075.0,13,0,3,0,0.0,5717.490794475176,0,False,False,True,False,0,0.0,0.0
121290,0.9999999,28,0,0.023995827,1916.0,0,0,0,0,1.0,1871.101375103553,0,False,False,False,False,0,0.11,11.0
77430,0.009165139,53,0,0.00017646,5666.0,2,0,0,0,0.0,5665.000354037526,0,False,False,True,False,0,0.01,1.0
113188,0.010111223,53,0,0.278205557,2986.0,4,0,0,0,1.0,2336.0874811155277,0,False,False,True,False,0,0.05,5.0
41018,0.009334328,72,0,0.010791367,2501.0,7,0,0,0,0.0,2474.2989321554032,0,False,False,False,True,0,0.0,0.0
79695,0.788166424,59,0,0.602232961,6000.0,13,0,0,0,0.0,3744.7737913562996,0,False,False,True,False,0,0.08,8.0
63329,0.121242033,48,0,0.526589364,2500.0,12,0,1,0,1.0,1637.6375068207276,0,False,True,False,False,0,0.01,1.0
88272,0.552383069,54,0,0.489627593,4000.0,8,0,0,0,3.0,2685.2348995122297,0,False,False,True,False,0,0.05,5.0
140631,0.213830577,47,0,0.129811698,6000.0,16,0,0,0,0.0,5310.619469263099,0,False,True,False,False,0,0.01,1.0
35103,0.003230246,54,0,2.0,5400.0,3,0,0,0,0.0,1800.0,0,False,False,True,False,0,0.0,0.0
103446,0.02626956,70,0,0.36393383,5500.0,5,0,2,0,1.0,4032.4536858214005,0,False,False,False,True,0,0.01,1.0
146163,0.058770728,83,0,0.26949844,4166.0,11,0,1,0,0.0,3281.6109644057537,0,False,False,False,True,0,0.0,0.0
5709,0.030564885,56,0,0.450873272,12080.0,10,0,3,0,1.0,8326.02008261408,0,False,False,True,False,0,0.0,0.0
141241,0.038230772,70,0,5.0,5400.0,6,0,0,0,0.0,900.0,0,False,False,False,True,0,0.02,2.0
67810,0.5401505,30,0,0.143818496,5200.0,8,0,0,2,5.0,4546.175829630928,0,False,False,False,False,1,0.26,26.0
30962,0.563218391,38,0,0.183581125,4640.0,12,0,0,0,1.0,3920.3058429982993,0,True,False,False,False,0,0.09,9.0
31637,0.060846641,62,1,0.530201342,4916.0,11,0,2,0,3.0,3212.6491233988213,1,False,False,False,True,0,0.04,4.0
